,url,file_path,about_path,status_code,categories,langid
13,http://chernobyl-l4d2.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b86fd67b1d204c388992dc3a9b28d405,,200,19,en
14,http://asm-steuerungstechnik.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5bf7ff5050714e64a9a5ae63f8e2367b,,200,5,de
15,http://authorpages.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/327b8d4dcf934c90b83ae7a2d299408e,,200,27,en
16,http://listenbox.app,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/58edc3fcc5e249c1aa2d54a9f30f45d4,,200,-1,en
17,http://greenstream.az,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/28c9f67f7f174e90b713b353c24f98d8,,200,5,az
18,http://wiedzmin.ir,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5b86e1f4127a4cb18b24696eb9f22890,,200,19;67;26;16,fa
19,http://poslovnifm.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6d7a2152d33441d3bb6f0df0660be177,,200,27;26,hr
20,http://hatchetalley.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/a661c1a815d44936b070264933fde9b3,,200,16,en
21,http://java.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/19c41f36a746455e9da1d7de65d44791,,200,11,en
22,http://beast-cherry.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/9b605487ed83474c93cea1055dc953dc,,200,-1,en
23,http://vgzerometa.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/c613a2d1a4074388935785e52c1d99c7,,200,19,nl
24,http://spowiki11.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d4aa898aad4f41efbfda66c3323ec77f,,200,18,ko
25,http://itcertlearn.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b7174087a4fa47d7a1853672a285b4bc,,200,-1,en
26,http://ontemesomemoria.pt,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/aaca7af3cf9e49a894eedda39e515330,,200,30;63,pt
27,http://coraandbear.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6a8abfe6d31a426b933fe12722c8c4b0,,200,38;63,en
28,http://bahiscentgiris.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d34b399709df4541bb85719e7f0675a1,,200,18,tr
29,http://serviciosyproductosdelimpieza.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/12b18f2f37064906a533f884b3862c8d,,200,-1,es
30,http://www.iowawatersheds.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/53a407637cc94bc99ad32fbb55ccc196,,200,15,en
31,http://golivefitco.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/fc931a01a21a4d51b088f2c2f52455bc,,200,-1,en
32,http://coolestbadboi.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/e3c568301ec142f483a2d3d965d4f436,,200,15,en
33,http://armor-install.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5966d6bff82040eb835e1589c68e8821,,200,-1,en
34,http://mycybercloud.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/44ef8d7f8be14ef784322f4e109d9485,,200,11,en
35,http://warpfrog.wtf,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/08af982730d94e72ad2d6b462ed446e2,,200,30,en
36,http://gymgrowthfast.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/ff1e95bbab654ee9886882bb221db3a3,,200,-1,en
37,http://topbanglatunes.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/88e2964b9c7c48ef9adad4acc7a355b0,,200,-1,bn
38,http://cryptomx.ltd,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/c5e5b422f13345eda3c4b2b82bb81b98,,200,-1,en
39,http://mensdailymotivation.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/edfc115ad05d4630a5b0d7d6a5f71df8,,200,-1,en
40,http://eleggible.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8285728c71104ec8ac287bd6f80ce5a4,,200,-1,en
41,http://inhegrid.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/9853d250922647afbe5269a7fade3845,,200,5,en
42,http://fx3.ir,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/7333da54aeb4443fa114b7fb3110f074,,200,-1,fa
43,http://boxtechs.com.bd,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/713226f605864801afd8ac4343ac42d8,,200,38,en
44,http://adityabirlafinances.online,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1ab6351df4e64da08fa9a5a30cd5a99d,,200,-1,en
45,http://jungle-team.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/77c679893a4340d88576078d07dada19,,200,67;16,es
46,http://jobsca.ca,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1ad7bed8466e415ea0800e944f38a849,,200,24,en
47,http://in-intl-suvs-ok.live,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/08b6ccc103de42c8b861f2f25efb8d2e,,200,119,en
48,http://detektei-hamburg-tipps.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/bbf7a6b3aab54c049da13866d0ba84ec,,200,5,de
49,http://no-spm.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/845fbf2e185f4cf1b804fba8057687ec,,200,-1,en
50,http://vaycaypayday.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5192b0d54780457a92e1ffb9b073f41c,,200,45,en
51,http://unclebucksnews.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/dc43385d86e34d5d97ce1f972179ed41,,200,27,en
52,http://safe2saypa.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8ebc81fa41de4037aedb69824f383f8d,,200,15,en
53,http://erolegeli.com.tr,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/ea20e54f7a8b458384fa791eae06672c,,200,22,tr
54,http://worldelevations.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6193a08003f84b0c8873a10fd64b18a0,,200,15,en
55,http://simulatorcodes.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b1482587f53f4978ab0e61457d68298b,,200,-1,en
56,http://comedynoted.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/00ecd495379342f4be264d1e5a946ba3,,200,30;16,en
57,http://amadea.tokyo,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8831e93c2cbd471db88f820f78ef9047,,200,33,ja
58,http://you-tubefromhome.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/94fefc868acb4b1782b7b76b21c8b53a,,200,-1,en
59,http://aipolicyconference.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/687d1e0b23eb41608a640850dae6ae9e,,200,11,en
60,http://liketubevideo.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/f0894cb4d2eb46debb4ad1ceb526e910,,200,-1,en
61,http://wrightfitnessandnutrition.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b050e3a1aab8409ba5458060086a6132,,200,30;22,en
62,http://dorsoverbookish.best,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/0e6ea593f762436290e0e32c7c50e746,,200,33;13,en
63,http://tpumoney.xyz,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/7c099377d36440c28e180b7f7644d117,,200,-1,en
64,http://myhazarat26.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d2b253118dda4ef691f2b2e0ea672bcf,,200,18,fa
65,http://santoshnairacademy.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6afd1f81af9242da88552a9c486579b3,,200,-1,en
66,http://praptizz.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/0d876e8f3ca549b8b56eb8effe505971,,200,-1,en
67,http://wish-you.co/2020,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/14ffecda21be4ed580b63cf5bb90ed5b,,200,-1,en
68,http://papelotestudio.cz,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5e2edce000884628aff42a0c32b15469,,200,5,cs
69,http://wonderewoonwereld.nl,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/7f9aeb6b5b624ac79c13f7d4048ddb6b,,200,-1,nl
70,http://pulmonarywellness.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/eac32d06847f4aec8f01695775d8f655,,200,22,en
71,http://theuniversityofceos.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/669047fb46264ceaae7c508b03d9c5c7,,200,-1,en
72,http://njproductora.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8788206466384a72a57301d87e0c16a3,,200,-1,es
73,http://qrpe.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/53aa5f7979044b45b8b127bf100d4fb1,,200,-1,en
74,http://societe-peintures-europeennes.fr,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/222e400f4c2047889ad0f35625a83559,,200,5,fr
75,http://zehnxshop.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/3a497d39d97b49b7ae6cfe4a7ac5fba9,,200,-1,en
76,http://kultur.stockholm,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6498fe75ca3447c2945222cb50e40997,,200,45,sv
77,http://www.windrockinc.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/90c95a3790ac4526ac38df9e07f19a60,,200,5,en
78,http://myurban.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/562f3c0c49b7477cae73adcd9acd9580,,200,119,en
79,http://lochmullerlab.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/35a96de8899a44afb49eb4840fb48202,,200,22,en
80,http://ipipi.co,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/efcc14ede5ab4d6e8f360bbd67a94d9c,,200,27,zh
81,http://spunlacenonwoven.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/cb3deb971cb14457818af9c58b411f41,,200,5,ko
82,http://networkmarketingraw.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/af7ad02537c84bc3b47e1fe4020487bb,,200,-1,en
83,http://itmspices.vn,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/0c3f550a9f404160b15d2c820353dc31,,200,36,en
84,http://cybertruckownersclub.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/2c404e6f5862412ead62b49a3e53da93,,200,-1,en
85,http://fakta.today,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/e0a26491f58c4c35ba597d30009bdcc4,,200,27,cs
86,http://nestorganicpoultry.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/69a900c935dc4590bcea4325f5817201,,200,5,ta
87,http://magnesium-quelle.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8a2e1e4437f046ab871d380869687b4b,,200,22,de
88,http://95glory.com.tw,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/c003f9fb1dbc49b98912d7dd0a1b48c9,,200,34,qu
89,http://nugabest.mk,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1557df515bc0478f8615ad655f43c70e,,200,22,sr
90,http://cazino.page,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/e74a5629605f4c9eb00f93d420077090,,200,22,ru
91,http://wooenergytech1.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/7a9d27d231d344c7bd76f0e8adaff58d,,200,5,es
92,http://reemreynolds.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/3173b347197845268c05ad1cc2f9a312,,200,33,en
93,http://imerysaluminates.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/ddb8dbf666bd45a5be0b819ac6d7f1c7,,200,5,la
94,http://do-tours.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1ea38ebddb994210b83985ec6f73858e,,200,45,fr
95,http://cultureplot.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8334c4f1f8c14305b92a02fadee5dd01,,200,30,en
96,http://sifijumps.hu,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/3500ecd3221848a689cab5aba843518b,,200,30;41,hu
97,http://gonito.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8f8d424a71d4499b87e4595d9d0b321c,,200,5,de
98,http://soccerstreamsnow.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1e36559b9ed54e688e1d291046ae4f0f,,200,67;26;41,en
99,http://premiumtoursmedellin.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/2271dc878f044af4814e50e88dae2b51,,200,45,es
100,http://naturalamulet.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/e72bb9eee8f54a8691b07a5862ae8eec,,200,38;63,th
101,http://kingdompalacerestaurant.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/a4f5d5e781314061beca7f6f7d48bbca,,200,36,zh
102,http://xn--sectionpaloisekarat-tzb.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/4f373049cf6c414fb4f829a38def226f,,200,41,la
103,http://freedropship.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b167c8615b774a128ff468007b670306,,200,-1,en
104,http://fmmoneytalkradio.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/4f4badb9d5244261bfc474e042a8b02a,,200,26,en
105,http://dakar221.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/29fd724ba2e54c328d9f543bef9b37e0,,200,-1,fr
106,http://kanloui.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/872d3142ae5e4886a2b392274df0c671,,200,-1,qu
107,http://musehc.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d89dde55acbf46d1a3e65832784fe082,,200,11,en
108,http://oredesam.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/72b12273711b44689474c46f2f373b18,,200,27,ta
109,http://newconnectng.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/23dfc9e22ed84128b442d09fef1b9122,,200,11,en
110,http://acuved.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/025bf2a1e3a94437ab59964256481d7e,,200,22,hi
111,http://abrigo.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/01854653988f45e4a5c6559171f8b30f,,200,11;17,en
112,http://xn--42co4a1bim0a2g6azb3e9ef.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/3e143247ef6c486e88d5788a3e7e456b,,200,5,th
113,http://porkabab.online,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/885a5858e4ca4de7b1f3d6f90c5dcf20,,200,33,ru
114,http://11ty.dev,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/616699e8ea374757a4054201fcf12537,,200,11,en
115,http://abecine.fr,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/9f99081ab5a644aebd8a510f81e0fdfd,,200,-1,fr
116,http://erokomisex.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/45bd670c5377442d85bb96373ee6639a,,200,33,ru
117,http://baseuswestend.hu,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/400be6162c4344fdb3ce47ea039c3ac1,,200,5,hu
118,http://willwolf.me,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1e74a498d3a94b669c8c5f2d8c85f771,,200,30,en
119,http://rebelmoments.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/144bd78e018d4b04a203a9eff13f4b3c,,200,38,en
120,http://egedesonnokta.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/8ff7a34f4b654e018679030df31a55d5,,200,27,tr
121,http://ediving.club,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1e6d43818f1e4fe2b5de48fe70f41e90,,200,18,pl
122,http://truelocal.ph,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d9aa3e11c4e147b9bcb626d6ff24b6f4,,200,45,en
123,http://foodconferencesaustralia.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/958f85b12db04207a7980f8076b45e9b,,200,15,en
124,http://jyonshi.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/3884a68e78af4642a6fb13e6c46d0f85,,200,11,en
125,http://claronetcombo.com.br,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/ce32706ea3dd45b0832978d2e389268e,,200,11;16,pt
126,http://greendaysexpo.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d635d9d07c5048ceb69cfa51c7777d58,,200,5,pl
127,http://geonkart.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6ca7967f4b1549a8a199ba6cea77af6e,,200,38,en
128,http://styleroad.fr,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/7dc243b00c354693af2bc167d22aee6b,,200,38;6,fr
129,http://joyom.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/f9af4770e5414f43b4ae84ddf898a2fc,,200,34,fr
130,http://zgnkjb.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/f9f8f986a1e442a8b0fd1a26331f52b8,,200,18,qu
131,http://tests.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1fddcecfd844418f94f2d0e8e9b55dbf,,200,15,en
132,http://www.intranet.co.za,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/cb6a2ab1169747909acb6ffc7cee01e2,,200,-1,en
133,http://blackdomthesis.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/014c3aa262ae4711ae2340a7da23c5bd,,200,9;16,en
134,http://ufo1122.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/0d9ea171e6f247e1bf4b2b53fe16f938,,200,18,th
135,http://centrasmile.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/857d8ce90c1b4e09b5231f83b08efa10,,200,-1,fr
136,http://happylandhypermarket.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1d76ca76aa2247379013fd58c4ddbf0c,,200,36,en
137,http://www.melatini.it,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5aaeb043404a4dc5a42ad39bf7128998,,200,6,it
138,http://money-rich2025.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d91fc76d3ee94358a77a4471c38faa60,,200,-1,ja
139,http://brandbusiness.xyz,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/032f8b55a03c4880acf0577b4f23d920,,200,17,en
140,http://careyeah.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/f95b104b7381488797ade4cc25a279e9,,200,38,en
141,http://utm.edu.ec,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/71bf6451e006482f9cf88210c3ec48c0,,200,15,es
142,http://absolutezambiasafaris.net,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/a755fd402d2c4899b746bef965bd4a88,,200,45,en
143,http://jobexperts.co.ke,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/533b89034a124e4ab132f702d2c71383,,200,-1,
144,http://tamilplay.download,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/28080234374341d1a24d8a9918c78cbd,,200,67;26,lo
145,http://8x7e.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/83269469297b4dceba18da0fa6cdf068,,200,33,zh
146,http://theantigravityphone.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/fd67812e36054acbb0e2d1a49d8c52d0,,200,-1,en
147,http://snapzilla.net,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1eaf5ce4ed624af78deecbcaa99750d8,,200,68,en
148,http://webdivineblog.xyz,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/de69b7a8b4854c7db17e2d17b0335569,,200,-1,en
149,http://cavigliaepiede.it,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1a4492f6f9f6441399fbc8bf7969775f,,200,22,it
150,http://glowinglight.co,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/60dbef6e70a74ce1a24d13535b34a79b,,200,9,en
151,http://emailaktionsnews.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/d5476282a7be4a25bf3849ac7ca04558,,200,-1,de
152,http://braintestloesungen.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/a85067d88f1f42358f557dd79b92b465,,200,19,de
153,http://comicsman.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/805bf87f21604fee86d21c672b1eadf7,,200,33,zh
154,http://custoda.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/abfaf07ad165445aa8f7f5f5ad0cc58c,,200,11,en
155,http://institut-cancerologie-ouest.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/1e77efc66036436392cd53804e2385d9,,200,22,fr
156,http://igmg.online,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/3d879aa8f6cd4515a3a6019f3ed396f6,,200,35,de
157,http://aide-chauffage.fr,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/22915642a07642349f35f94202fb911e,,200,5,fr
158,http://mistercannabis.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/ca79da2193744dfc97bceb7fbc82f16e,,200,5,de
159,http://keijtech.nl,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/0a226d8d5fc94b1e8cd3e7d5393ed950,,200,5,
160,http://fes-caucasus.org,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b5d081d63914471fa899a444be50d294,,200,32,en
161,http://transcendentpromotions.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/46a7e423b66f4718b8671648094907a9,,200,5,en
162,http://laptopsgamers.net,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6b3be80020784817a2a5ab88dc8486e5,,200,-1,en
163,http://chiefsjersey.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5e9f22b742c94d6882bbe0c4ef2abff1,,200,-1,
164,http://7starhd.space,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/e9bec0c83dff415fa779442ae4b7b8bd,,200,67;26,tl
165,http://sichtbar.ag,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/e6db676b4f3a4aef96f4bba6a6aed670,,200,5,de
166,http://bubina.ir,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/71847dbddfaf4fa6b60d83581faa00d7,,200,27,fa
167,http://tamilwires.co,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/5e5b563f14fe4713a3c7fc32808c66c6,,200,67;26,lo
168,http://atdodmantas.lv,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/a255266238b94e6398a30207eb3c9612,,200,38,lv
169,http://esvy.in,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/342a55f84ab740ef8459a79cf68426e0,,200,22,en
170,http://helen4d10.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/dcd74ffab3604903b0ee9df8579b03f6,,200,28;30,en
171,http://abcdmens123.biz,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/9e4c6654ba2744149323c59690cd4300,,200,30,ja
172,http://vaastushastras.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/b66c03b6892b4361b2fe3930173d7e0f,,200,30,hi
173,http://jerpexth.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/72e316070d944e588cd1fe716134ff0e,,200,16,th
174,http://njproductora.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/00e8fafece5f4d98b7f6f3676d2b8890,,200,-1,es
175,http://ouchipenji.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/4028c2db331949ee8df798307b229c96,,200,30,ja
176,http://greatgatsbycostumes.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/90a38c382e744e94ad15fe0dcd0f04ba,,200,-1,en
177,http://www.findingresult.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/6acaea9b5215488588377cbac94c3ae2,,200,-1,en
178,http://it-hair-transplant-spanishes-ok.live,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/20f90a96b7984d30ba4c7cd13e0a6afa,,200,119,en
179,http://afkarkonline.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/36659f569ac94d2f936baa348450aaf3,,200,-1,ar
180,http://superinko.de,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/fae503f1b011478ebc1dd35d45e0b4dc,,200,38;22,de
181,http://asooweb.com,/bigdata/dst/urlf_ng/datasets/tamar_crawler/2020-1/f23e1b28378745b786b0e41f5c3cdbc9,,200,11,fa
